,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff
1074,8-2011-01-07,2011-01-07,2011-01-07,8,883683.35,0,87.26,3.524,218.5937514,6.425,1,2011,1,4921.04999999993
1050,8-2011-01-14,2011-01-14,2011-01-14,8,809646.66,0,31.62,2.983,214.7930991,6.262,1,2011,2,-74036.68999999994
1051,8-2011-01-21,2011-01-21,2011-01-21,8,822668.23,0,42.06,3.016,215.1729926,6.262,1,2011,3,13021.569999999949
1052,8-2011-01-28,2011-01-28,2011-01-28,8,782256.66,0,39.26,3.01,215.5528862,6.262,1,2011,4,-40411.56999999995
1083,8-2011-02-09,2011-02-09,2011-02-09,8,891387.14,0,84.77,3.533,219.1970226,6.425,2,2011,6,109130.47999999998
1096,8-2011-02-12,2011-02-12,2011-02-12,8,986601.46,0,40.82,3.172,222.2071405,6.123,2,2011,6,95214.31999999995
1055,8-2011-02-18,2011-02-18,2011-02-18,8,1065108.64,0,50.64,3.045,216.6310383,6.262,2,2011,7,78507.17999999993
1056,8-2011-02-25,2011-02-25,2011-02-25,8,917317.15,0,51.29,3.065,216.9247918,6.262,2,2011,8,-147791.48999999987
1070,8-2011-03-06,2011-03-06,2011-03-06,8,929222.16,0,82.05,3.699,218.6921051,6.297,3,2011,9,11905.01000000001
1059,8-2011-03-18,2011-03-18,2011-03-18,8,898289.14,0,56.68,3.488,217.7705442,6.262,3,2011,11,-30933.02000000002
1060,8-2011-03-25,2011-03-25,2011-03-25,8,827968.36,0,59.74,3.473,218.0145862,6.262,3,2011,12,-70320.78000000003
1053,8-2011-04-02,2011-04-02,2011-04-02,8,944594.78,0,24.48,2.989,215.9327797,6.262,4,2011,13,116626.42000000004
1057,8-2011-04-03,2011-04-03,2011-04-03,8,935266.43,0,53.18,3.288,217.2185454,6.262,4,2011,13,-9328.349999999977
1092,8-2011-04-11,2011-04-11,2011-04-11,8,947815.05,0,49.68,3.332,221.2936581,6.123,4,2011,15,12548.619999999995
1063,8-2011-04-15,2011-04-15,2011-04-15,8,908278.74,0,63.55,3.743,218.7262524,6.297,4,2011,15,-39536.310000000056
1064,8-2011-04-22,2011-04-22,2011-04-22,8,937473.13,0,65.11,3.807,218.8986857,6.297,4,2011,16,29194.390000000014
1065,8-2011-04-29,2011-04-29,2011-04-29,8,855014.77,0,62.29,3.81,219.071119,6.297,4,2011,17,-82458.35999999999
1079,8-2011-05-08,2011-05-08,2011-05-08,8,892393.77,0,85.15,3.684,218.9492991,6.425,5,2011,18,37379.0
1067,8-2011-05-13,2011-05-13,2011-05-13,8,895763.41,0,72.96,3.899,219.4159857,6.297,5,2011,19,3369.640000000014
1068,8-2011-05-20,2011-05-20,2011-05-20,8,836049.89,0,65.54,3.907,219.1746922,6.297,5,2011,20,-59713.52000000002
1069,8-2011-05-27,2011-05-27,2011-05-27,8,857939.41,0,73.14,3.786,218.9333986,6.297,5,2011,21,21889.52000000002
1066,8-2011-06-05,2011-06-05,2011-06-05,8,941457.34,0,58.92,3.906,219.2435524,6.297,6,2011,22,83517.92999999993
1072,8-2011-06-17,2011-06-17,2011-06-17,8,922048.41,0,84.73,3.637,218.4021448,6.297,6,2011,24,-19408.929999999935
1073,8-2011-06-24,2011-06-24,2011-06-24,8,864881.24,0,83.94,3.594,218.4979481,6.297,6,2011,25,-57167.17000000004
1049,8-2011-07-01,2011-07-01,2011-07-01,8,873065.23,0,35.77,2.976,214.7415521,6.262,7,2011,26,8183.989999999991
1088,8-2011-07-10,2011-07-10,2011-07-10,8,929976.55,0,67.61,3.285,220.4772543,6.123,7,2011,27,56911.320000000065
1076,8-2011-07-15,2011-07-15,2011-07-15,8,849925.37,0,84.26,3.575,218.7746217,6.425,7,2011,28,-80051.18000000005
1077,8-2011-07-22,2011-07-22,2011-07-22,8,829902.42,0,85.46,3.651,218.8328475,6.425,7,2011,29,-20022.949999999953
1078,8-2011-07-29,2011-07-29,2011-07-29,8,807082.19,0,86.46,3.682,218.8910733,6.425,7,2011,30,-22820.230000000098
1062,8-2011-08-04,2011-08-04,2011-08-04,8,949825.83,0,65.62,3.622,218.50267,6.297,8,2011,31,142743.64
1075,8-2011-08-07,2011-08-07,2011-08-07,8,861965.12,0,83.57,3.48,218.6895548,6.425,8,2011,31,-87860.70999999996
1081,8-2011-08-19,2011-08-19,2011-08-19,8,895066.5,0,82.92,3.554,219.0701968,6.425,8,2011,33,33101.380000000005
1082,8-2011-08-26,2011-08-26,2011-08-26,8,912542.82,0,84.69,3.523,219.1336097,6.425,8,2011,34,17476.31999999995
1084,8-2011-09-09,2011-09-09,2011-09-09,8,848358.09,1,69.01,3.546,219.2604355,6.425,9,2011,36,-64184.72999999998
1097,8-2011-09-12,2011-09-12,2011-09-12,8,1051922.95,0,30.51,3.158,222.4651238,6.123,9,2011,37,203564.86
1085,8-2011-09-16,2011-09-16,2011-09-16,8,870971.82,0,69.09,3.526,219.4442443,6.425,9,2011,37,-180951.13
1086,8-2011-09-23,2011-09-23,2011-09-23,8,806444.29,0,68.72,3.467,219.788581,6.425,9,2011,38,-64527.52999999991
1087,8-2011-09-30,2011-09-30,2011-09-30,8,809049.37,0,72.2,3.355,220.1329176,6.425,9,2011,39,2605.079999999958
1071,8-2011-10-06,2011-10-06,2011-10-06,8,897309.41,0,82.21,3.648,218.4508115,6.297,10,2011,40,88260.04000000004
1089,8-2011-10-14,2011-10-14,2011-10-14,8,863188.26,0,61.74,3.274,220.7960935,6.123,10,2011,41,-34121.15000000002
1090,8-2011-10-21,2011-10-21,2011-10-21,8,905984.49,0,59.97,3.353,220.9619484,6.123,10,2011,42,42796.22999999998
1091,8-2011-10-28,2011-10-28,2011-10-28,8,876712.31,0,56.86,3.372,221.1278032,6.123,10,2011,43,-29272.179999999935
1054,8-2011-11-02,2011-11-02,2011-11-02,8,996147.39,1,28.26,3.022,216.3126733,6.262,11,2011,44,119435.07999999996
1058,8-2011-11-03,2011-11-03,2011-11-03,8,900387.29,0,49.14,3.459,217.512299,6.262,11,2011,44,-95760.09999999998
1093,8-2011-11-11,2011-11-11,2011-11-11,8,917088.48,0,50.56,3.297,221.4595129,6.123,11,2011,45,16701.189999999944
1094,8-2011-11-18,2011-11-18,2011-11-18,8,897032.19,0,51.72,3.308,221.6911738,6.123,11,2011,46,-20056.290000000037
1095,8-2011-11-25,2011-11-25,2011-11-25,8,1235163.86,1,49.61,3.236,221.9491571,6.123,11,2011,47,338131.67000000016
1080,8-2011-12-08,2011-12-08,2011-12-08,8,856796.1,0,86.05,3.638,219.0075249,6.425,12,2011,49,-378367.7600000001
1098,8-2011-12-16,2011-12-16,2011-12-16,8,1118163.94,0,39.79,3.159,222.6910959,6.123,12,2011,50,261367.83999999997
1099,8-2011-12-23,2011-12-23,2011-12-23,8,1462254.05,0,38.16,3.112,222.8743862,6.123,12,2011,51,344090.1100000001
1100,8-2011-12-30,2011-12-30,2011-12-30,8,858572.22,1,36.33,3.129,223.0576765,6.123,12,2011,52,-603681.8300000001
1122,8-2012-01-06,2012-01-06,2012-01-06,8,921161.2,0,78.31,3.501,225.300865,5.679,1,2012,1,62588.97999999998
1102,8-2012-01-13,2012-01-13,2012-01-13,8,817661.76,0,36.46,3.261,223.4242571,5.825,1,2012,2,-103499.43999999994
1103,8-2012-01-20,2012-01-20,2012-01-20,8,813954.82,0,46.81,3.268,223.5188055,5.825,1,2012,3,-3706.9400000000605
1104,8-2012-01-27,2012-01-27,2012-01-27,8,778178.53,0,45.52,3.29,223.6133539,5.825,1,2012,4,-35776.28999999992
1109,8-2012-02-03,2012-02-03,2012-02-03,8,952264.91,0,50.95,3.63,224.3959793,5.825,2,2012,5,174086.38
1107,8-2012-02-17,2012-02-17,2012-02-17,8,1096232.89,0,37.51,3.51,223.9658621,5.825,2,2012,7,143967.97999999986
1108,8-2012-02-24,2012-02-24,2012-02-24,8,928537.54,0,46.33,3.555,224.1809207,5.825,2,2012,8,-167695.34999999986
1105,8-2012-03-02,2012-03-02,2012-03-02,8,927610.69,0,45.56,3.36,223.7079023,5.825,3,2012,9,-926.8500000000931
1131,8-2012-03-08,2012-03-08,2012-03-08,8,897076.73,0,85.06,3.417,225.5127949,5.401,3,2012,10,-30533.959999999963
1111,8-2012-03-16,2012-03-16,2012-03-16,8,921178.39,0,56.63,3.734,224.7657327,5.825,3,2012,11,24101.660000000033
1112,8-2012-03-23,2012-03-23,2012-03-23,8,874223.25,0,52.9,3.787,224.8399424,5.825,3,2012,12,-46955.140000000014
1113,8-2012-03-30,2012-03-30,2012-03-30,8,905935.29,0,66.69,3.845,224.9141521,5.825,3,2012,13,31712.040000000037
1118,8-2012-04-05,2012-04-05,2012-04-05,8,937232.09,0,73.96,3.749,225.2288314,5.679,4,2012,14,31296.79999999993
1115,8-2012-04-13,2012-04-13,2012-04-13,8,909989.45,0,65.19,3.891,225.0625714,5.679,4,2012,15,-27242.640000000014
1116,8-2012-04-20,2012-04-20,2012-04-20,8,872288.46,0,63.59,3.877,225.1179914,5.679,4,2012,16,-37700.98999999999
1117,8-2012-04-27,2012-04-27,2012-04-27,8,879448.25,0,70.34,3.814,225.1734114,5.679,4,2012,17,7159.790000000037
1140,8-2012-05-10,2012-05-10,2012-05-10,8,976436.02,0,61.41,3.617,226.7705581,5.124,5,2012,19,96987.77000000002
1120,8-2012-05-18,2012-05-18,2012-05-18,8,913922.01,0,64.16,3.63,225.3002908,5.679,5,2012,20,-62514.01000000001
1121,8-2012-05-25,2012-05-25,2012-05-25,8,895157.44,0,76.11,3.561,225.3005779,5.679,5,2012,21,-18764.570000000065
1101,8-2012-06-01,2012-06-01,2012-06-01,8,872113.23,0,43.47,3.157,223.2409668,5.825,6,2012,22,-23044.209999999963
1114,8-2012-06-04,2012-06-04,2012-06-04,8,1046816.59,0,62.18,3.891,224.9883618,5.679,6,2012,23,174703.36
1127,8-2012-06-07,2012-06-07,2012-06-07,8,936205.5,0,81.24,3.227,225.4407043,5.401,6,2012,23,-110611.08999999997
1124,8-2012-06-15,2012-06-15,2012-06-15,8,916918.7,0,77.14,3.393,225.3134743,5.679,6,2012,24,-19286.800000000047
1125,8-2012-06-22,2012-06-22,2012-06-22,8,899449.65,0,78.85,3.346,225.3558843,5.679,6,2012,25,-17469.04999999993
1126,8-2012-06-29,2012-06-29,2012-06-29,8,878298.22,0,84.47,3.286,225.3982943,5.679,6,2012,26,-21151.43000000005
1136,8-2012-07-09,2012-07-09,2012-07-09,8,932160.37,1,80.87,3.73,226.0153733,5.401,7,2012,28,53862.15000000002
1128,8-2012-07-13,2012-07-13,2012-07-13,8,890488.01,0,78.46,3.256,225.4831143,5.401,7,2012,28,-41672.359999999986
1129,8-2012-07-20,2012-07-20,2012-07-20,8,888834.07,0,79.94,3.311,225.4930078,5.401,7,2012,29,-1653.9400000000605
1130,8-2012-07-27,2012-07-27,2012-07-27,8,838227.52,0,81.71,3.407,225.5029014,5.401,7,2012,30,-50606.54999999993
1123,8-2012-08-06,2012-08-06,2012-08-06,8,928820.0,0,74.28,3.452,225.3011521,5.679,8,2012,32,90592.47999999998
1133,8-2012-08-17,2012-08-17,2012-08-17,8,896613.19,0,81.21,3.571,225.6050797,5.401,8,2012,33,-32206.810000000056
1134,8-2012-08-24,2012-08-24,2012-08-24,8,936373.65,0,73.77,3.62,225.7418442,5.401,8,2012,34,39760.46000000008
1135,8-2012-08-31,2012-08-31,2012-08-31,8,976137.73,0,75.33,3.638,225.8786088,5.401,8,2012,35,39764.07999999996
1110,8-2012-09-03,2012-09-03,2012-09-03,8,960115.56,0,49.59,3.669,224.6110379,5.825,9,2012,36,-16022.169999999925
1137,8-2012-09-14,2012-09-14,2012-09-14,8,883569.38,0,67.21,3.717,226.1615981,5.401,9,2012,37,-76546.18000000005
1138,8-2012-09-21,2012-09-21,2012-09-21,8,857796.45,0,66.96,3.721,226.3645848,5.401,9,2012,38,-25772.93000000005
1139,8-2012-09-28,2012-09-28,2012-09-28,8,884724.41,0,71.1,3.666,226.5675714,5.401,9,2012,39,26927.96000000008
1106,8-2012-10-02,2012-10-02,2012-10-02,8,1021400.42,1,35.71,3.409,223.8024507,5.825,10,2012,40,136676.01
1132,8-2012-10-08,2012-10-08,2012-10-08,8,930745.69,0,83.74,3.494,225.5226885,5.401,10,2012,41,-90654.7300000001
1142,8-2012-10-19,2012-10-19,2012-10-19,8,900309.75,0,62.99,3.594,227.0184166,5.124,10,2012,42,-30435.939999999944
1143,8-2012-10-26,2012-10-26,2012-10-26,8,891671.44,0,64.74,3.506,227.0369359,5.124,10,2012,43,-8638.310000000056
1119,8-2012-11-05,2012-11-05,2012-11-05,8,920128.89,0,64.96,3.688,225.2842514,5.679,11,2012,45,28457.45000000007
1141,8-2012-12-10,2012-12-10,2012-12-10,8,927511.99,0,55.03,3.601,226.9735448,5.124,12,2012,50,7383.099999999977
1178,9-2010-01-10,2010-01-10,2010-01-10,9,495692.19,0,69.08,2.603,215.2141341,6.56,1,2010,1,-431819.8
1152,9-2010-02-04,2010-02-04,2010-02-04,9,545206.32,0,65.21,2.719,214.3465181,6.384,2,2010,5,49514.12999999995
1165,9-2010-02-07,2010-02-07,2010-02-07,9,528832.54,0,78.55,2.669,214.7765028,6.442,2,2010,5,-16373.779999999912
1146,9-2010-02-19,2010-02-19,2010-02-19,9,511327.9,0,43.06,2.514,214.8506185,6.415,2,2010,7,-17504.640000000014
1147,9-2010-02-26,2010-02-26,2010-02-26,9,473773.27,0,43.83,2.561,214.8780453,6.415,2,2010,8,-37554.630000000005
1174,9-2010-03-09,2010-03-09,2010-03-09,9,511049.06,0,82.47,2.577,215.0779426,6.442,3,2010,10,37275.78999999998
1187,9-2010-03-12,2010-03-12,2010-03-12,9,578164.82,0,49.89,2.708,215.1445203,6.56,3,2010,10,67115.75999999995
1150,9-2010-03-19,2010-03-19,2010-03-19,9,485744.61,0,53.15,2.72,214.7597274,6.415,3,2010,11,-92420.20999999996
1151,9-2010-03-26,2010-03-26,2010-03-26,9,484946.56,0,51.8,2.732,214.5531227,6.415,3,2010,12,-798.0499999999884
1161,9-2010-04-06,2010-04-06,2010-04-06,9,586061.46,0,79.65,2.705,214.7257848,6.384,4,2010,14,101114.89999999997
1154,9-2010-04-16,2010-04-16,2010-04-16,9,485764.32,0,66.09,2.808,214.0001817,6.384,4,2010,15,-100297.13999999996
1155,9-2010-04-23,2010-04-23,2010-04-23,9,488683.57,0,61.26,2.795,213.9496138,6.384,4,2010,16,2919.25
1156,9-2010-04-30,2010-04-30,2010-04-30,9,491723.42,0,66.07,2.78,213.8990459,6.384,4,2010,17,3039.8499999999767
1144,9-2010-05-02,2010-05-02,2010-05-02,9,549505.55,0,38.01,2.572,214.6554591,6.415,5,2010,17,57782.13000000006
1148,9-2010-05-03,2010-05-03,2010-05-03,9,507297.88,0,48.43,2.625,214.9054721,6.415,5,2010,18,-42207.67000000004
1183,9-2010-05-11,2010-05-11,2010-05-11,9,517869.97,0,58.69,2.689,215.5065452,6.56,5,2010,19,10572.089999999967
1158,9-2010-05-14,2010-05-14,2010-05-14,9,492792.8,0,70.53,2.854,213.8469819,6.384,5,2010,19,-25077.169999999984
1159,9-2010-05-21,2010-05-21,2010-05-21,9,506274.94,0,71.5,2.826,214.1399162,6.384,5,2010,20,13482.140000000014
1160,9-2010-05-28,2010-05-28,2010-05-28,9,558143.53,0,77.12,2.759,214.4328505,6.384,5,2010,21,51868.590000000026
1170,9-2010-06-08,2010-06-08,2010-06-08,9,522815.45,0,87.09,2.627,215.064843,6.442,6,2010,23,-35328.080000000016
1163,9-2010-06-18,2010-06-18,2010-06-18,9,513073.87,0,82.99,2.637,215.0166484,6.384,6,2010,24,-9741.580000000016
1164,9-2010-06-25,2010-06-25,2010-06-25,9,509263.28,0,85.02,2.653,214.8965756,6.384,6,2010,25,-3810.5899999999674
1157,9-2010-07-05,2010-07-05,2010-07-05,9,526128.61,0,68.58,2.835,213.848478,6.384,7,2010,27,16865.329999999958
1167,9-2010-07-16,2010-07-16,2010-07-16,9,474030.51,0,82.93,2.623,214.6474453,6.442,7,2010,28,-52098.09999999998
1168,9-2010-07-23,2010-07-23,2010-07-23,9,462676.5,0,84.49,2.608,214.7865779,6.442,7,2010,29,-11354.01000000001
1169,9-2010-07-30,2010-07-30,2010-07-30,9,468675.19,0,79.83,2.64,214.9257105,6.442,7,2010,30,5998.690000000002
1179,9-2010-08-10,2010-08-10,2010-08-10,9,505069.21,0,65.35,2.633,215.290437,6.56,8,2010,32,36394.02000000002
1171,9-2010-08-13,2010-08-13,2010-08-13,9,481897.98,0,86.85,2.692,215.2039756,6.442,8,2010,32,-23171.23000000004
1172,9-2010-08-20,2010-08-20,2010-08-20,9,499325.38,0,86.3,2.664,215.1619646,6.442,8,2010,33,17427.400000000023
1173,9-2010-08-27,2010-08-27,2010-08-27,9,506789.66,0,84.01,2.619,215.1199536,6.442,8,2010,34,7464.27999999997
1153,9-2010-09-04,2010-09-04,2010-09-04,9,529384.31,0,64.95,2.77,214.1399135,6.384,9,2010,35,22594.65000000008
1166,9-2010-09-07,2010-09-07,2010-09-07,9,485389.15,0,78.51,2.642,214.6564301,6.442,9,2010,36,-43995.16000000003
1176,9-2010-09-17,2010-09-17,2010-09-17,9,463448.59,0,81.19,2.582,215.0615285,6.442,9,2010,37,-21940.559999999998
1177,9-2010-09-24,2010-09-24,2010-09-24,9,452905.22,0,77.15,2.624,215.1378313,6.442,9,2010,38,-10543.370000000054
1175,9-2010-10-09,2010-10-09,2010-10-09,9,484835.2,1,77.7,2.565,215.0359315,6.442,10,2010,40,31929.98000000004
1188,9-2010-10-12,2010-10-12,2010-10-12,9,618121.82,0,46.1,2.843,214.9981378,6.56,10,2010,41,133286.61999999994
1180,9-2010-10-15,2010-10-15,2010-10-15,9,454769.68,0,67.36,2.72,215.3589917,6.56,10,2010,41,-163352.13999999996
1181,9-2010-10-22,2010-10-22,2010-10-22,9,466322.76,0,69.99,2.725,215.4081762,6.56,10,2010,42,11553.080000000016
1182,9-2010-10-29,2010-10-29,2010-10-29,9,508801.61,0,64.43,2.716,215.4573607,6.56,10,2010,43,42478.84999999998
1162,9-2010-11-06,2010-11-06,2010-11-06,9,522715.68,0,83.75,2.668,215.0187191,6.384,11,2010,44,13914.070000000007
1185,9-2010-11-19,2010-11-19,2010-11-19,9,519823.3,0,49.96,2.771,215.4372854,6.56,11,2010,46,-2892.3800000000047
1186,9-2010-11-26,2010-11-26,2010-11-26,9,768070.53,1,60.18,2.735,215.2909028,6.56,11,2010,47,248247.23000000004
1145,9-2010-12-02,2010-12-02,2010-12-02,9,552677.48,1,37.08,2.548,214.8056534,6.415,12,2010,48,-215393.05000000005
1149,9-2010-12-03,2010-12-03,2010-12-03,9,494145.8,0,55.76,2.667,214.932899,6.415,12,2010,48,-58531.67999999999
1184,9-2010-12-11,2010-12-11,2010-12-11,9,520846.68,0,61.59,2.728,215.5557297,6.56,12,2010,49,26700.880000000005
1189,9-2010-12-17,2010-12-17,2010-12-17,9,685243.2,0,49.7,2.869,214.9334937,6.56,12,2010,50,164396.51999999996
1190,9-2010-12-24,2010-12-24,2010-12-24,9,873347.55,0,50.93,2.886,214.9301534,6.56,12,2010,51,188104.3500000001
1191,9-2010-12-31,2010-12-31,2010-12-31,9,459770.85,1,45.92,2.943,214.9268131,6.56,12,2010,52,-413576.70000000007
1204,9-2011-01-04,2011-01-04,2011-01-04,9,520962.14,0,56.12,3.524,218.445164,6.38,1,2011,1,61191.29000000004
1217,9-2011-01-07,2011-01-07,2011-01-07,9,537064.03,0,89.14,3.524,218.7796415,6.404,1,2011,1,16101.890000000014
1193,9-2011-01-14,2011-01-14,2011-01-14,9,458086.69,0,36.43,2.983,214.9749587,6.416,1,2011,2,-78977.34000000003
1194,9-2011-01-21,2011-01-21,2011-01-21,9,454021.69,0,44.72,3.016,215.3554013,6.416,1,2011,3,-4065.0
1195,9-2011-01-28,2011-01-28,2011-01-28,9,463561.48,0,43.9,3.01,215.7358438,6.416,1,2011,4,9539.789999999979
1226,9-2011-02-09,2011-02-09,2011-02-09,9,544643.33,0,89.33,3.533,219.382382,6.404,2,2011,6,81081.84999999998
1239,9-2011-02-12,2011-02-12,2011-02-12,9,613115.21,0,46.84,3.172,222.3975443,6.054,2,2011,6,68471.88
1198,9-2011-02-18,2011-02-18,2011-02-18,9,610985.56,0,58.5,3.045,216.8154856,6.416,2,2011,7,-2129.649999999907
1199,9-2011-02-25,2011-02-25,2011-02-25,9,513107.2,0,59.01,3.065,217.1095679,6.416,2,2011,8,-97878.36000000004
1213,9-2011-03-06,2011-03-06,2011-03-06,9,587004.29,0,85.8,3.699,218.8784768,6.38,3,2011,9,73897.09000000003
1202,9-2011-03-18,2011-03-18,2011-03-18,9,515226.11,0,63.82,3.488,217.9563371,6.416,3,2011,11,-71778.18000000005
1203,9-2011-03-25,2011-03-25,2011-03-25,9,497488.4,0,68.79,3.473,218.2007506,6.416,3,2011,12,-17737.709999999963
1196,9-2011-04-02,2011-04-02,2011-04-02,9,544612.28,0,31.82,2.989,216.1162864,6.416,4,2011,13,47123.880000000005
1200,9-2011-04-03,2011-04-03,2011-04-03,9,542016.18,0,60.67,3.288,217.4036503,6.416,4,2011,13,-2596.0999999999767
1235,9-2011-04-11,2011-04-11,2011-04-11,9,597855.07,0,54.46,3.332,221.4820921,6.054,4,2011,15,55838.8899999999
1206,9-2011-04-15,2011-04-15,2011-04-15,9,528420.28,0,71.9,3.743,218.9134935,6.38,4,2011,15,-69434.78999999992
1207,9-2011-04-22,2011-04-22,2011-04-22,9,549502.11,0,72.35,3.807,219.0861659,6.38,4,2011,16,21081.829999999958
1208,9-2011-04-29,2011-04-29,2011-04-29,9,532226.2,0,70.85,3.81,219.2588382,6.38,4,2011,17,-17275.910000000033
1222,9-2011-05-08,2011-05-08,2011-05-08,9,554879.67,0,91.52,3.684,219.1349201,6.404,5,2011,18,22653.47000000009
1210,9-2011-05-13,2011-05-13,2011-05-13,9,539126.0,0,77.66,3.899,219.6041829,6.38,5,2011,19,-15753.670000000042
1211,9-2011-05-20,2011-05-20,2011-05-20,9,518266.9,0,70.49,3.907,219.3622809,6.38,5,2011,20,-20859.099999999977
1212,9-2011-05-27,2011-05-27,2011-05-27,9,553834.04,0,80.42,3.786,219.1203788,6.38,5,2011,21,35567.140000000014
1209,9-2011-06-05,2011-06-05,2011-06-05,9,545251.1,0,62.2,3.906,219.4315106,6.38,6,2011,22,-8582.94000000006
1215,9-2011-06-17,2011-06-17,2011-06-17,9,558671.14,0,89.15,3.637,218.5877333,6.38,6,2011,24,13420.040000000037
1216,9-2011-06-24,2011-06-24,2011-06-24,9,538745.93,0,86.74,3.594,218.6836874,6.38,6,2011,25,-19925.209999999963
1192,9-2011-07-01,2011-07-01,2011-07-01,9,490981.78,0,41.82,2.976,214.9234729,6.416,7,2011,26,-47764.15000000002
1231,9-2011-07-10,2011-07-10,2011-07-10,9,553836.98,0,72.62,3.285,220.6643585,6.054,7,2011,27,62855.19999999995
1219,9-2011-07-15,2011-07-15,2011-07-15,9,512834.04,0,90.45,3.575,218.9607242,6.404,7,2011,28,-41002.94
1220,9-2011-07-22,2011-07-22,2011-07-22,9,491449.94,0,89.08,3.651,219.0187895,6.404,7,2011,29,-21384.099999999977
1221,9-2011-07-29,2011-07-29,2011-07-29,9,471449.98,0,91.1,3.682,219.0768548,6.404,7,2011,30,-19999.96000000002
1205,9-2011-08-04,2011-08-04,2011-08-04,9,561625.92,0,71.4,3.622,218.6895775,6.38,8,2011,31,90175.94000000006
1218,9-2011-08-07,2011-08-07,2011-08-07,9,535983.13,0,89.04,3.48,218.8755955,6.404,8,2011,31,-25642.790000000037
1224,9-2011-08-19,2011-08-19,2011-08-19,9,540819.44,0,85.8,3.554,219.2556109,6.404,8,2011,33,4836.3099999999395
1225,9-2011-08-26,2011-08-26,2011-08-26,9,542663.53,0,88.95,3.523,219.3189965,6.404,8,2011,34,1844.0900000000838
1227,9-2011-09-09,2011-09-09,2011-09-09,9,528784.86,1,75.65,3.546,219.4457675,6.404,9,2011,36,-13878.670000000042
1240,9-2011-09-12,2011-09-12,2011-09-12,9,630327.28,0,37.65,3.158,222.6561203,6.054,9,2011,37,101542.42000000004
1228,9-2011-09-16,2011-09-16,2011-09-16,9,500274.03,0,77.95,3.526,219.6297841,6.404,9,2011,37,-130053.25
1229,9-2011-09-23,2011-09-23,2011-09-23,9,506743.78,0,74.42,3.467,219.9746423,6.404,9,2011,38,6469.75
1230,9-2011-09-30,2011-09-30,2011-09-30,9,508567.04,0,78.45,3.355,220.3195004,6.404,9,2011,39,1823.259999999951
1214,9-2011-10-06,2011-10-06,2011-10-06,9,550076.32,0,85.81,3.648,218.6365747,6.38,10,2011,40,41509.27999999997
1232,9-2011-10-14,2011-10-14,2011-10-14,9,529515.66,0,67.27,3.274,220.9836849,6.054,10,2011,41,-20560.659999999916
1233,9-2011-10-21,2011-10-21,2011-10-21,9,557075.21,0,65.46,3.353,221.1498206,6.054,10,2011,42,27559.54999999993
1234,9-2011-10-28,2011-10-28,2011-10-28,9,548527.49,0,63.96,3.372,221.3159563,6.054,10,2011,43,-8547.719999999972
1197,9-2011-11-02,2011-11-02,2011-11-02,9,555279.02,1,34.13,3.022,216.496729,6.416,11,2011,44,6751.530000000028
1201,9-2011-11-03,2011-11-03,2011-11-03,9,517783.5,0,54.75,3.459,217.6977326,6.416,11,2011,44,-37495.52000000002
1236,9-2011-11-11,2011-11-11,2011-11-11,9,594574.12,0,58.28,3.297,221.6482278,6.054,11,2011,45,76790.62
1237,9-2011-11-18,2011-11-18,2011-11-18,9,542414.27,0,58.8,3.308,221.8803923,6.054,11,2011,46,-52159.84999999998
1238,9-2011-11-25,2011-11-25,2011-11-25,9,814753.5,1,54.32,3.236,222.1389683,6.054,11,2011,47,272339.23
1223,9-2011-12-08,2011-12-08,2011-12-08,9,520284.79,0,91.63,3.638,219.1929854,6.404,12,2011,49,-294468.71
1241,9-2011-12-16,2011-12-16,2011-12-16,9,705557.97,0,47.31,3.159,222.8825484,6.054,12,2011,50,185273.18
1242,9-2011-12-23,2011-12-23,2011-12-23,9,905324.68,0,44.43,3.112,223.0661125,6.054,12,2011,51,199766.71000000008
1243,9-2011-12-30,2011-12-30,2011-12-30,9,549788.36,1,43.41,3.129,223.2496766,6.054,12,2011,52,-355536.32000000007
1265,9-2012-01-06,2012-01-06,2012-01-06,9,583648.59,0,80.26,3.501,225.4946078,5.539,1,2012,1,33860.22999999998
1245,9-2012-01-13,2012-01-13,2012-01-13,9,474964.6,0,42.44,3.261,223.6168049,5.667,1,2012,2,-108683.98999999999
1246,9-2012-01-20,2012-01-20,2012-01-20,9,480130.04,0,51.56,3.268,223.7114288,5.667,1,2012,3,5165.440000000002
1247,9-2012-01-27,2012-01-27,2012-01-27,9,482451.21,0,49.38,3.29,223.8060527,5.667,1,2012,4,2321.170000000042
1252,9-2012-02-03,2012-02-03,2012-02-03,9,619498.28,0,57.2,3.63,224.5894104,5.667,2,2012,5,137047.07
1250,9-2012-02-17,2012-02-17,2012-02-17,9,658965.05,0,43.81,3.51,224.1588663,5.667,2,2012,7,39466.77000000002
1251,9-2012-02-24,2012-02-24,2012-02-24,9,563578.79,0,53.67,3.555,224.3741384,5.667,2,2012,8,-95386.26000000001
1248,9-2012-03-02,2012-03-02,2012-03-02,9,549967.89,0,54.43,3.36,223.9006766,5.667,3,2012,9,-13610.900000000023
1274,9-2012-03-08,2012-03-08,2012-03-08,9,533887.54,0,90.23,3.417,225.7070437,5.277,3,2012,10,-16080.349999999977
1254,9-2012-03-16,2012-03-16,2012-03-16,9,550373.57,0,59.94,3.734,224.9594902,5.667,3,2012,11,16486.02999999991
