,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week
1633,12-2011-01-04,2011-01-04,2011-01-04,12,1005463.49,0,63.63,3.772,128.7199355,13.736,1,2011,1
1646,12-2011-01-07,2011-01-07,2011-01-07,12,961993.34,0,89.85,3.842,129.0894,13.503,1,2011,1
1622,12-2011-01-14,2011-01-14,2011-01-14,12,812011.8,0,43.15,3.312,127.3009355,14.021,1,2011,2
1623,12-2011-01-21,2011-01-21,2011-01-21,12,802105.5,0,53.53,3.223,127.4404839,14.021,1,2011,3
1624,12-2011-01-28,2011-01-28,2011-01-28,12,873119.06,0,50.74,3.342,127.5800323,14.021,1,2011,4
1655,12-2011-02-09,2011-02-09,2011-02-09,12,1052051.45,0,93.66,3.798,129.3259355,13.503,2,2011,6
1668,12-2011-02-12,2011-02-12,2011-02-12,12,1071383.1,0,52.5,3.701,129.8459667,12.89,2,2011,6
1627,12-2011-02-18,2011-02-18,2011-02-18,12,1128485.1,0,53.35,3.43,127.99525,14.021,2,2011,7
1628,12-2011-02-25,2011-02-25,2011-02-25,12,1046203.72,0,48.45,3.53,128.13,14.021,2,2011,8
1642,12-2011-03-06,2011-03-06,2011-03-06,12,970328.68,0,71.81,4.031,129.0490323,13.736,3,2011,9
1631,12-2011-03-18,2011-03-18,2011-03-18,12,1009502.01,0,64.21,3.692,128.5121935,14.021,3,2011,11
1632,12-2011-03-25,2011-03-25,2011-03-25,12,954107.32,0,54.4,3.909,128.6160645,14.021,3,2011,12
1625,12-2011-04-02,2011-04-02,2011-04-02,12,1046068.17,0,45.14,3.348,127.7195806,14.021,4,2011,13
1629,12-2011-04-03,2011-04-03,2011-04-03,12,1085248.21,0,51.72,3.674,128.26475,14.021,4,2011,13
1664,12-2011-04-11,2011-04-11,2011-04-11,12,1051944.79,0,59.77,3.828,129.8051935,12.89,4,2011,15
1635,12-2011-04-15,2011-04-15,2011-04-15,12,990951.77,0,57.63,3.868,128.9107333,13.736,4,2011,15
1636,12-2011-04-22,2011-04-22,2011-04-22,12,1016019.47,0,72.12,4.134,128.9553,13.736,4,2011,16
1637,12-2011-04-29,2011-04-29,2011-04-29,12,994966.1,0,68.27,4.151,128.9998667,13.736,4,2011,17
1651,12-2011-05-08,2011-05-08,2011-05-08,12,988712.52,0,90.61,3.803,129.1846452,13.503,5,2011,18
1639,12-2011-05-13,2011-05-13,2011-05-13,12,977033.5,0,70.93,4.202,129.089,13.736,5,2011,19
1640,12-2011-05-20,2011-05-20,2011-05-20,12,924134.99,0,66.59,4.169,129.0756774,13.736,5,2011,20
1641,12-2011-05-27,2011-05-27,2011-05-27,12,964332.51,0,76.67,4.087,129.0623548,13.736,5,2011,21
1638,12-2011-06-05,2011-06-05,2011-06-05,12,1021154.48,0,68.4,4.193,129.0444333,13.736,6,2011,22
1644,12-2011-06-17,2011-06-17,2011-06-17,12,986504.93,0,86.84,3.935,129.0432,13.736,6,2011,24
1645,12-2011-06-24,2011-06-24,2011-06-24,12,997282.75,0,88.95,3.898,129.0663,13.736,6,2011,25
1621,12-2011-07-01,2011-07-01,2011-07-01,12,910110.24,0,37.64,3.287,127.1917742,14.021,7,2011,26
1660,12-2011-07-10,2011-07-10,2011-07-10,12,951244.66,0,70.44,3.827,129.6938,12.89,7,2011,27
1648,12-2011-07-15,2011-07-15,2011-07-15,12,936001.98,0,88.1,3.692,129.1338387,13.503,7,2011,28
1649,12-2011-07-22,2011-07-22,2011-07-22,12,922231.92,0,91.17,3.794,129.1507742,13.503,7,2011,29
1650,12-2011-07-29,2011-07-29,2011-07-29,12,890547.07,0,93.29,3.805,129.1677097,13.503,7,2011,30
1634,12-2011-08-04,2011-08-04,2011-08-04,12,998362.05,0,64.47,4.003,128.8238065,13.736,8,2011,31
1647,12-2011-08-07,2011-08-07,2011-08-07,12,943717.38,0,89.9,3.705,129.1125,13.503,8,2011,31
1653,12-2011-08-19,2011-08-19,2011-08-19,12,966817.24,0,91.74,3.743,129.2405806,13.503,8,2011,33
1654,12-2011-08-26,2011-08-26,2011-08-26,12,1017593.47,0,94.61,3.74,129.2832581,13.503,8,2011,34
1656,12-2011-09-09,2011-09-09,2011-09-09,12,922850.57,1,88.0,3.913,129.3686129,13.503,9,2011,36
1669,12-2011-09-12,2011-09-12,2011-09-12,12,1189646.45,0,42.17,3.644,129.8555333,12.89,9,2011,37
1657,12-2011-09-16,2011-09-16,2011-09-16,12,889290.23,0,76.36,3.918,129.4306,13.503,9,2011,37
1658,12-2011-09-23,2011-09-23,2011-09-23,12,871692.74,0,82.95,3.789,129.5183333,13.503,9,2011,38
1659,12-2011-09-30,2011-09-30,2011-09-30,12,866401.45,0,83.26,3.877,129.6060667,13.503,9,2011,39
1643,12-2011-10-06,2011-10-06,2011-10-06,12,996937.95,0,78.72,3.981,129.0357097,13.736,10,2011,40
1661,12-2011-10-14,2011-10-14,2011-10-14,12,927600.01,0,67.31,3.805,129.7706452,12.89,10,2011,41
1662,12-2011-10-21,2011-10-21,2011-10-21,12,938604.58,0,73.05,3.842,129.7821613,12.89,10,2011,42
1663,12-2011-10-28,2011-10-28,2011-10-28,12,990926.38,0,67.41,3.727,129.7936774,12.89,10,2011,43
1626,12-2011-11-02,2011-11-02,2011-11-02,12,1086421.57,1,51.3,3.381,127.859129,14.021,11,2011,44
1630,12-2011-11-03,2011-11-03,2011-11-03,12,997672.62,0,57.75,3.818,128.3995,14.021,11,2011,44
1665,12-2011-11-11,2011-11-11,2011-11-11,12,1095091.53,0,48.76,3.824,129.8167097,12.89,11,2011,45
1666,12-2011-11-18,2011-11-18,2011-11-18,12,970641.34,0,54.2,3.813,129.8268333,12.89,11,2011,46
1667,12-2011-11-25,2011-11-25,2011-11-25,12,1591920.42,1,53.25,3.622,129.8364,12.89,11,2011,47
1652,12-2011-12-08,2011-12-08,2011-12-08,12,955913.68,0,91.04,3.701,129.2015806,13.503,12,2011,49
1670,12-2011-12-16,2011-12-16,2011-12-16,12,1293404.18,0,43.29,3.6,129.8980645,12.89,12,2011,50
1671,12-2011-12-23,2011-12-23,2011-12-23,12,1617612.03,0,45.4,3.541,129.9845484,12.89,12,2011,51
1672,12-2011-12-30,2011-12-30,2011-12-30,12,1111638.07,1,44.64,3.428,130.0710323,12.89,12,2011,52
1694,12-2012-01-06,2012-01-06,2012-01-06,12,981345.2,0,78.11,4.277,130.9592258,11.627,1,2012,1
1674,12-2012-01-13,2012-01-13,2012-01-13,12,865467.86,0,48.07,3.657,130.244,12.187,1,2012,2
1675,12-2012-01-20,2012-01-20,2012-01-20,12,855922.64,0,46.2,3.66,130.2792258,12.187,1,2012,3
1676,12-2012-01-27,2012-01-27,2012-01-27,12,888203.69,0,50.43,3.675,130.3144516,12.187,1,2012,4
1681,12-2012-02-03,2012-02-03,2012-02-03,12,1147636.96,0,52.27,4.178,130.6457931,12.187,2,2012,5
1679,12-2012-02-17,2012-02-17,2012-02-17,12,1240048.85,0,51.8,3.781,130.4546207,12.187,2,2012,7
1680,12-2012-02-24,2012-02-24,2012-02-24,12,1112034.72,0,53.13,3.95,130.5502069,12.187,2,2012,8
1677,12-2012-03-02,2012-03-02,2012-03-02,12,1058767.95,0,50.58,3.702,130.3496774,12.187,3,2012,9
1703,12-2012-03-08,2012-03-08,2012-03-08,12,958667.23,0,88.16,3.76,130.737871,10.926,3,2012,10
1683,12-2012-03-16,2012-03-16,2012-03-16,12,1088498.52,0,64.44,4.273,130.8261935,12.187,3,2012,11
1684,12-2012-03-23,2012-03-23,2012-03-23,12,1045419.87,0,56.26,4.038,130.8966452,12.187,3,2012,12
1685,12-2012-03-30,2012-03-30,2012-03-30,12,1025382.22,0,64.36,4.294,130.9670968,12.187,3,2012,13
1690,12-2012-04-05,2012-04-05,2012-04-05,12,1073433.69,0,76.03,4.171,131.136,11.627,4,2012,14
1687,12-2012-04-13,2012-04-13,2012-04-13,12,1083811.19,0,64.28,4.254,131.108,11.627,4,2012,15
1688,12-2012-04-20,2012-04-20,2012-04-20,12,1006486.96,0,66.73,4.222,131.1173333,11.627,4,2012,16
1689,12-2012-04-27,2012-04-27,2012-04-27,12,1004252.38,0,77.99,4.193,131.1266667,11.627,4,2012,17
1712,12-2012-05-10,2012-05-10,2012-05-10,12,979825.92,0,81.61,3.966,131.0756667,10.199,5,2012,19
1692,12-2012-05-18,2012-05-18,2012-05-18,12,1020486.05,0,84.51,4.11,131.0983226,11.627,5,2012,20
1693,12-2012-05-25,2012-05-25,2012-05-25,12,991514.21,0,83.84,4.293,131.0287742,11.627,5,2012,21
1673,12-2012-06-01,2012-06-01,2012-06-01,12,945823.65,0,50.43,3.599,130.1575161,12.187,6,2012,22
1686,12-2012-06-04,2012-06-04,2012-06-04,12,1128765.71,0,64.05,4.121,131.0375484,11.627,6,2012,23
1699,12-2012-06-07,2012-06-07,2012-06-07,12,1014898.78,0,89.13,3.765,130.7196333,10.926,6,2012,23
1696,12-2012-06-15,2012-06-15,2012-06-15,12,1019555.51,0,85.94,4.144,130.8295333,11.627,6,2012,24
1697,12-2012-06-22,2012-06-22,2012-06-22,12,981386.25,0,91.61,4.014,130.7929,11.627,6,2012,25
1698,12-2012-06-29,2012-06-29,2012-06-29,12,943124.74,0,90.47,3.875,130.7562667,11.627,6,2012,26
1708,12-2012-07-09,2012-07-09,2012-07-09,12,955146.04,1,88.52,4.124,130.9325484,10.926,7,2012,28
1700,12-2012-07-13,2012-07-13,2012-07-13,12,960312.75,0,95.61,3.723,130.683,10.926,7,2012,28
1701,12-2012-07-20,2012-07-20,2012-07-20,12,941550.34,0,85.53,3.726,130.7012903,10.926,7,2012,29
1702,12-2012-07-27,2012-07-27,2012-07-27,12,916967.92,0,93.47,3.769,130.7195806,10.926,7,2012,30
1695,12-2012-08-06,2012-08-06,2012-08-06,12,1086231.47,0,84.83,4.103,130.8896774,11.627,8,2012,32
1705,12-2012-08-17,2012-08-17,2012-08-17,12,1005003.12,0,94.87,4.002,130.7909677,10.926,8,2012,33
1706,12-2012-08-24,2012-08-24,2012-08-24,12,1048101.39,0,85.32,4.055,130.8381613,10.926,8,2012,34
1707,12-2012-08-31,2012-08-31,2012-08-31,12,1061943.49,0,89.78,4.093,130.8853548,10.926,8,2012,35
1682,12-2012-09-03,2012-09-03,2012-09-03,12,1113208.57,0,54.54,4.25,130.7413793,12.187,9,2012,36
1709,12-2012-09-14,2012-09-14,2012-09-14,12,885892.37,0,83.64,4.133,130.9776667,10.926,9,2012,37
1710,12-2012-09-21,2012-09-21,2012-09-21,12,922735.37,0,82.97,4.125,131.0103333,10.926,9,2012,38
1711,12-2012-09-28,2012-09-28,2012-09-28,12,880415.67,0,81.22,3.966,131.043,10.926,9,2012,39
1678,12-2012-10-02,2012-10-02,2012-10-02,12,1199330.85,1,52.27,3.722,130.3849032,12.187,10,2012,40
1704,12-2012-10-08,2012-10-08,2012-10-08,12,984689.9,0,95.91,3.811,130.7561613,10.926,10,2012,41
1714,12-2012-10-19,2012-10-19,2012-10-19,12,960945.43,0,68.66,4.449,131.1499677,10.199,10,2012,42
1715,12-2012-10-26,2012-10-26,2012-10-26,12,974697.6,0,65.95,4.301,131.1930968,10.199,10,2012,43
1691,12-2012-11-05,2012-11-05,2012-11-05,12,1041995.22,0,77.27,4.186,131.1453333,11.627,11,2012,45
1713,12-2012-12-10,2012-12-10,2012-12-10,12,934917.47,0,71.74,4.468,131.1083333,10.199,12,2012,50
1750,13-2010-01-10,2010-01-10,2010-01-10,13,1765584.48,0,68.74,2.853,126.2346,7.795,1,2010,1
1724,13-2010-02-04,2010-02-04,2010-02-04,13,2142482.14,0,42.15,2.842,126.6034839,8.107,2,2010,5
1737,13-2010-02-07,2010-02-07,2010-02-07,13,2018314.71,0,78.82,2.814,126.1392,7.951,2,2010,5
1718,13-2010-02-19,2010-02-19,2010-02-19,13,1970274.64,0,35.7,2.654,126.5262857,8.316,2,2010,7
1719,13-2010-02-26,2010-02-26,2010-02-26,13,1817850.32,0,29.98,2.667,126.5522857,8.316,2,2010,8
1746,13-2010-03-09,2010-03-09,2010-03-09,13,1911852.58,0,65.71,2.868,126.1019355,7.951,3,2010,10
1759,13-2010-03-12,2010-03-12,2010-03-12,13,2083379.89,0,25.8,2.812,126.7313333,7.795,3,2010,10
1722,13-2010-03-19,2010-03-19,2010-03-19,13,1879794.89,0,42.49,2.782,126.6066452,8.316,3,2010,11
1723,13-2010-03-26,2010-03-26,2010-03-26,13,1882095.98,0,41.48,2.819,126.6050645,8.316,3,2010,12
1733,13-2010-04-06,2010-04-06,2010-04-06,13,2022705.22,0,59.85,2.871,126.1360645,8.107,4,2010,14
1726,13-2010-04-16,2010-04-16,2010-04-16,13,1819660.44,0,50.39,2.915,126.5621,8.107,4,2010,15
1727,13-2010-04-23,2010-04-23,2010-04-23,13,1909330.77,0,55.66,2.936,126.4713333,8.107,4,2010,16
1728,13-2010-04-30,2010-04-30,2010-04-30,13,1785823.37,0,48.33,2.941,126.3805667,8.107,4,2010,17
1716,13-2010-05-02,2010-05-02,2010-05-02,13,1967220.53,0,31.53,2.666,126.4420645,8.316,5,2010,17
1720,13-2010-05-03,2010-05-03,2010-05-03,13,1939980.43,0,40.65,2.681,126.5782857,8.316,5,2010,18
1755,13-2010-05-11,2010-05-11,2010-05-11,13,1854967.66,0,49.96,2.831,126.4912903,7.795,5,2010,19
1730,13-2010-05-14,2010-05-14,2010-05-14,13,1890273.44,0,50.15,2.962,126.2085484,8.107,5,2010,19
1731,13-2010-05-21,2010-05-21,2010-05-21,13,1853657.6,0,57.71,2.95,126.1843871,8.107,5,2010,20
1732,13-2010-05-28,2010-05-28,2010-05-28,13,1877358.86,0,53.11,2.908,126.1602258,8.107,5,2010,21
1742,13-2010-06-08,2010-06-08,2010-06-08,13,1969121.45,0,81.24,2.802,126.0854516,7.951,6,2010,23
1735,13-2010-06-18,2010-06-18,2010-06-18,13,2003435.31,0,58.41,2.819,126.114,8.107,6,2010,24
1736,13-2010-06-25,2010-06-25,2010-06-25,13,1970340.25,0,71.83,2.82,126.1266,8.107,6,2010,25
1729,13-2010-07-05,2010-07-05,2010-07-05,13,2005478.46,0,44.42,2.948,126.2898,8.107,7,2010,27
1739,13-2010-07-16,2010-07-16,2010-07-16,13,1932231.05,0,77.79,2.791,126.1498065,7.951,7,2010,28
1740,13-2010-07-23,2010-07-23,2010-07-23,13,1907351.2,0,82.27,2.797,126.1283548,7.951,7,2010,29
1741,13-2010-07-30,2010-07-30,2010-07-30,13,1817887.23,0,78.94,2.797,126.1069032,7.951,7,2010,30
1751,13-2010-08-10,2010-08-10,2010-08-10,13,1871924.07,0,63.03,2.841,126.2791667,7.795,8,2010,32
1743,13-2010-08-13,2010-08-13,2010-08-13,13,1877592.55,0,74.93,2.837,126.064,7.951,8,2010,32
1744,13-2010-08-20,2010-08-20,2010-08-20,13,1997397.63,0,76.34,2.85,126.0766452,7.951,8,2010,33
1745,13-2010-08-27,2010-08-27,2010-08-27,13,1908278.27,0,75.31,2.854,126.0892903,7.951,8,2010,34
1725,13-2010-09-04,2010-09-04,2010-09-04,13,1898321.33,0,38.97,2.877,126.6019032,8.107,9,2010,35
1738,13-2010-09-07,2010-09-07,2010-09-07,13,1870843.9,0,71.33,2.802,126.1518,7.951,9,2010,36
1748,13-2010-09-17,2010-09-17,2010-09-17,13,1790279.74,0,66.84,2.875,126.1454667,7.951,9,2010,37
1749,13-2010-09-24,2010-09-24,2010-09-24,13,1705655.09,0,68.22,2.872,126.1900333,7.951,9,2010,38
1747,13-2010-10-09,2010-10-09,2010-10-09,13,1772143.94,1,65.74,2.87,126.1145806,7.951,10,2010,40
1760,13-2010-10-12,2010-10-12,2010-10-12,13,2461468.35,0,36.78,2.817,126.7934,7.795,10,2010,41
1752,13-2010-10-15,2010-10-15,2010-10-15,13,1851431.06,0,54.12,2.845,126.3266774,7.795,10,2010,41
1753,13-2010-10-22,2010-10-22,2010-10-22,13,1796949.59,0,56.89,2.849,126.3815484,7.795,10,2010,42
1754,13-2010-10-29,2010-10-29,2010-10-29,13,1887895.07,0,45.12,2.841,126.4364194,7.795,10,2010,43
1734,13-2010-11-06,2010-11-06,2010-11-06,13,2037880.96,0,65.24,2.841,126.1119032,8.107,11,2010,44
1757,13-2010-11-19,2010-11-19,2010-11-19,13,1925393.91,0,42.0,2.842,126.6072,7.795,11,2010,46
1758,13-2010-11-26,2010-11-26,2010-11-26,13,2766400.05,1,28.22,2.83,126.6692667,7.795,11,2010,47
1717,13-2010-12-02,2010-12-02,2010-12-02,13,2030933.46,1,33.16,2.671,126.4962581,8.316,12,2010,48
1721,13-2010-12-03,2010-12-03,2010-12-03,13,1840686.94,0,37.62,2.733,126.6042857,8.316,12,2010,48
1756,13-2010-12-11,2010-12-11,2010-12-11,13,1939964.63,0,42.55,2.831,126.5461613,7.795,12,2010,49
1761,13-2010-12-17,2010-12-17,2010-12-17,13,2771646.81,0,35.21,2.842,126.8794839,7.795,12,2010,50
1762,13-2010-12-24,2010-12-24,2010-12-24,13,3595903.2,0,34.9,2.846,126.9835806,7.795,12,2010,51
1763,13-2010-12-31,2010-12-31,2010-12-31,13,1675292.0,1,26.79,2.868,127.0876774,7.795,12,2010,52
1776,13-2011-01-04,2011-01-04,2011-01-04,13,1864238.64,0,42.49,3.487,128.7199355,7.193,1,2011,1
1789,13-2011-01-07,2011-01-07,2011-01-07,13,2048035.74,0,74.29,3.613,129.0894,6.877,1,2011,1
1765,13-2011-01-14,2011-01-14,2011-01-14,13,1682316.31,0,20.6,2.903,127.3009355,7.47,1,2011,2
1766,13-2011-01-21,2011-01-21,2011-01-21,13,1770177.37,0,34.8,2.934,127.4404839,7.47,1,2011,3
1767,13-2011-01-28,2011-01-28,2011-01-28,13,1633663.12,0,31.64,2.96,127.5800323,7.47,1,2011,4
1798,13-2011-02-09,2011-02-09,2011-02-09,13,1953628.82,0,77.0,3.58,129.3259355,6.877,2,2011,6
1811,13-2011-02-12,2011-02-12,2011-02-12,13,2051315.66,0,33.94,3.389,129.8459667,6.392,2,2011,6
1770,13-2011-02-18,2011-02-18,2011-02-18,13,2003480.59,0,40.85,3.062,127.99525,7.47,2,2011,7
1771,13-2011-02-25,2011-02-25,2011-02-25,13,1831933.95,0,33.17,3.12,128.13,7.47,2,2011,8
1785,13-2011-03-06,2011-03-06,2011-03-06,13,1935593.87,0,52.76,3.752,129.0490323,7.193,3,2011,9
1774,13-2011-03-18,2011-03-18,2011-03-18,13,1852443.78,0,44.69,3.407,128.5121935,7.47,3,2011,11
1775,13-2011-03-25,2011-03-25,2011-03-25,13,1807545.43,0,42.38,3.435,128.6160645,7.47,3,2011,12
1768,13-2011-04-02,2011-04-02,2011-04-02,13,1848186.58,0,23.35,2.974,127.7195806,7.47,4,2011,13
1772,13-2011-04-03,2011-04-03,2011-04-03,13,1894960.68,0,34.23,3.23,128.26475,7.47,4,2011,13
1807,13-2011-04-11,2011-04-11,2011-04-11,13,2036317.54,0,43.51,3.538,129.8051935,6.392,4,2011,15
1778,13-2011-04-15,2011-04-15,2011-04-15,13,1950994.04,0,41.72,3.616,128.9107333,7.193,4,2011,15
1779,13-2011-04-22,2011-04-22,2011-04-22,13,2124316.34,0,47.55,3.655,128.9553,7.193,4,2011,16
1780,13-2011-04-29,2011-04-29,2011-04-29,13,1895583.12,0,43.85,3.683,128.9998667,7.193,4,2011,17
1794,13-2011-05-08,2011-05-08,2011-05-08,13,2076231.8,0,75.56,3.595,129.1846452,6.877,5,2011,18
1782,13-2011-05-13,2011-05-13,2011-05-13,13,1958823.56,0,52.4,3.77,129.089,7.193,5,2011,19
1783,13-2011-05-20,2011-05-20,2011-05-20,13,1860923.55,0,52.12,3.802,129.0756774,7.193,5,2011,20
1784,13-2011-05-27,2011-05-27,2011-05-27,13,1866369.93,0,54.62,3.778,129.0623548,7.193,5,2011,21
1781,13-2011-06-05,2011-06-05,2011-06-05,13,1986380.4,0,47.75,3.744,129.0444333,7.193,6,2011,22
1787,13-2011-06-17,2011-06-17,2011-06-17,13,2086433.49,0,63.35,3.704,129.0432,7.193,6,2011,24
1788,13-2011-06-24,2011-06-24,2011-06-24,13,2009163.08,0,66.38,3.668,129.0663,7.193,6,2011,25
1764,13-2011-07-01,2011-07-01,2011-07-01,13,1744544.39,0,16.94,2.891,127.1917742,7.47,7,2011,26
1803,13-2011-07-10,2011-07-10,2011-07-10,13,2067232.56,0,60.62,3.592,129.6938,6.392,7,2011,27
1791,13-2011-07-15,2011-07-15,2011-07-15,13,1956813.31,0,75.59,3.553,129.1338387,6.877,7,2011,28
1792,13-2011-07-22,2011-07-22,2011-07-22,13,1987089.36,0,78.5,3.563,129.1507742,6.877,7,2011,29
1793,13-2011-07-29,2011-07-29,2011-07-29,13,1880785.69,0,77.62,3.574,129.1677097,6.877,7,2011,30
1777,13-2011-08-04,2011-08-04,2011-08-04,13,1887465.04,0,42.75,3.547,128.8238065,7.193,8,2011,31
1790,13-2011-08-07,2011-08-07,2011-08-07,13,2021699.38,0,77.3,3.563,129.1125,6.877,8,2011,31
1796,13-2011-08-19,2011-08-19,2011-08-19,13,2090340.98,0,76.68,3.578,129.2405806,6.877,8,2011,33
1797,13-2011-08-26,2011-08-26,2011-08-26,13,2035244.54,0,81.53,3.57,129.2832581,6.877,8,2011,34
1799,13-2011-09-09,2011-09-09,2011-09-09,13,1872921.31,1,70.19,3.619,129.3686129,6.877,9,2011,36
1812,13-2011-09-12,2011-09-12,2011-09-12,13,2462779.06,0,24.82,3.341,129.8555333,6.392,9,2011,37
1800,13-2011-09-16,2011-09-16,2011-09-16,13,1923223.82,0,67.54,3.641,129.4306,6.877,9,2011,37
1801,13-2011-09-23,2011-09-23,2011-09-23,13,1847430.96,0,63.6,3.648,129.5183333,6.877,9,2011,38
1802,13-2011-09-30,2011-09-30,2011-09-30,13,1835662.69,0,68.28,3.623,129.6060667,6.877,9,2011,39
1786,13-2011-10-06,2011-10-06,2011-10-06,13,1997816.98,0,61.39,3.732,129.0357097,7.193,10,2011,40
1804,13-2011-10-14,2011-10-14,2011-10-14,13,1929659.07,0,51.74,3.567,129.7706452,6.392,10,2011,41
1805,13-2011-10-21,2011-10-21,2011-10-21,13,1973544.27,0,54.66,3.579,129.7821613,6.392,10,2011,42
1806,13-2011-10-28,2011-10-28,2011-10-28,13,1948733.81,0,47.41,3.567,129.7936774,6.392,10,2011,43
1769,13-2011-11-02,2011-11-02,2011-11-02,13,1944438.9,1,30.83,3.034,127.859129,7.47,11,2011,44
1773,13-2011-11-03,2011-11-03,2011-11-03,13,1852432.58,0,41.28,3.346,128.3995,7.47,11,2011,44
1808,13-2011-11-11,2011-11-11,2011-11-11,13,2111592.09,0,33.8,3.513,129.8167097,6.392,11,2011,45
1809,13-2011-11-18,2011-11-18,2011-11-18,13,2016323.51,0,40.65,3.489,129.8268333,6.392,11,2011,46
1810,13-2011-11-25,2011-11-25,2011-11-25,13,2864170.61,1,38.89,3.445,129.8364,6.392,11,2011,47
1795,13-2011-12-08,2011-12-08,2011-12-08,13,1970341.38,0,75.95,3.606,129.2015806,6.877,12,2011,49
1813,13-2011-12-16,2011-12-16,2011-12-16,13,2760346.71,0,27.85,3.282,129.8980645,6.392,12,2011,50
1814,13-2011-12-23,2011-12-23,2011-12-23,13,3556766.03,0,24.76,3.186,129.9845484,6.392,12,2011,51
1815,13-2011-12-30,2011-12-30,2011-12-30,13,1969056.91,1,31.53,3.119,130.0710323,6.392,12,2011,52
1837,13-2012-01-06,2012-01-06,2012-01-06,13,2035431.39,0,61.11,3.788,130.9592258,5.965,1,2012,1
1817,13-2012-01-13,2012-01-13,2012-01-13,13,1794962.64,0,25.61,3.056,130.244,6.104,1,2012,2
1818,13-2012-01-20,2012-01-20,2012-01-20,13,1811606.21,0,32.71,3.047,130.2792258,6.104,1,2012,3
1819,13-2012-01-27,2012-01-27,2012-01-27,13,1733983.09,0,34.32,3.058,130.3144516,6.104,1,2012,4
1824,13-2012-02-03,2012-02-03,2012-02-03,13,1969742.76,0,32.36,3.242,130.6457931,6.104,2,2012,5
1822,13-2012-02-17,2012-02-17,2012-02-17,13,2214477.06,0,36.57,3.119,130.4546207,6.104,2,2012,7
1823,13-2012-02-24,2012-02-24,2012-02-24,13,1929768.03,0,35.38,3.145,130.5502069,6.104,2,2012,8
1820,13-2012-03-02,2012-03-02,2012-03-02,13,1927780.74,0,31.39,3.077,130.3496774,6.104,3,2012,9
1846,13-2012-03-08,2012-03-08,2012-03-08,13,2044148.23,0,81.99,3.512,130.737871,5.765,3,2012,10
1826,13-2012-03-16,2012-03-16,2012-03-16,13,2025582.62,0,52.5,3.529,130.8261935,6.104,3,2012,11
1827,13-2012-03-23,2012-03-23,2012-03-23,13,1904421.74,0,47.83,3.671,130.8966452,6.104,3,2012,12
1828,13-2012-03-30,2012-03-30,2012-03-30,13,1948982.7,0,53.2,3.734,130.9670968,6.104,3,2012,13
1833,13-2012-04-05,2012-04-05,2012-04-05,13,1995994.51,0,54.41,3.831,131.136,5.965,4,2012,14
1830,13-2012-04-13,2012-04-13,2012-04-13,13,2057637.86,0,51.7,3.833,131.108,5.965,4,2012,15
1831,13-2012-04-20,2012-04-20,2012-04-20,13,1955689.12,0,50.24,3.845,131.1173333,5.965,4,2012,16
1832,13-2012-04-27,2012-04-27,2012-04-27,13,1970121.65,0,64.8,3.842,131.1266667,5.965,4,2012,17
1855,13-2012-05-10,2012-05-10,2012-05-10,13,2041918.74,0,61.79,3.815,131.0756667,5.621,5,2012,19
1835,13-2012-05-18,2012-05-18,2012-05-18,13,2131900.55,0,65.17,3.808,131.0983226,5.965,5,2012,20
1836,13-2012-05-25,2012-05-25,2012-05-25,13,2043349.41,0,62.39,3.801,131.0287742,5.965,5,2012,21
1816,13-2012-06-01,2012-06-01,2012-06-01,13,1865752.78,0,33.8,3.08,130.1575161,6.104,6,2012,22
1829,13-2012-06-04,2012-06-04,2012-06-04,13,2271614.76,0,48.85,3.793,131.0375484,5.965,6,2012,23
1842,13-2012-06-07,2012-06-07,2012-06-07,13,2184980.35,0,79.23,3.63,130.7196333,5.765,6,2012,23
1839,13-2012-06-15,2012-06-15,2012-06-15,13,2152229.11,0,65.97,3.756,130.8295333,5.965,6,2012,24
1840,13-2012-06-22,2012-06-22,2012-06-22,13,2094373.0,0,72.89,3.737,130.7929,5.965,6,2012,25
1841,13-2012-06-29,2012-06-29,2012-06-29,13,2037663.71,0,82.0,3.681,130.7562667,5.965,6,2012,26
1851,13-2012-07-09,2012-07-09,2012-07-09,13,2165796.31,1,70.65,3.689,130.9325484,5.765,7,2012,28
1843,13-2012-07-13,2012-07-13,2012-07-13,13,2002750.99,0,83.68,3.595,130.683,5.765,7,2012,28
1844,13-2012-07-20,2012-07-20,2012-07-20,13,2053089.32,0,75.69,3.556,130.7012903,5.765,7,2012,29
1845,13-2012-07-27,2012-07-27,2012-07-27,13,1914430.53,0,80.42,3.537,130.7195806,5.765,7,2012,30
1838,13-2012-08-06,2012-08-06,2012-08-06,13,2182437.9,0,68.4,3.776,130.8896774,5.965,8,2012,32
1848,13-2012-08-17,2012-08-17,2012-08-17,13,2095769.18,0,79.4,3.545,130.7909677,5.765,8,2012,33
1849,13-2012-08-24,2012-08-24,2012-08-24,13,2059458.25,0,77.37,3.582,130.8381613,5.765,8,2012,34
1850,13-2012-08-31,2012-08-31,2012-08-31,13,2073855.42,0,79.18,3.624,130.8853548,5.765,8,2012,35
1825,13-2012-09-03,2012-09-03,2012-09-03,13,1986445.65,0,38.24,3.38,130.7413793,6.104,9,2012,36
1852,13-2012-09-14,2012-09-14,2012-09-14,13,1919917.03,0,68.55,3.749,130.9776667,5.765,9,2012,37
