index,index_id,Rev_Date,Date,Store, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12, Linear Regression , Random Forest Regressor ,Linear_Regression_Root Mean Squared Error,Linear_Regression_R-squared,RF_Root Mean Squared Error,RF_R-squared
552,4-2012-10-19,10/19/2012,10/19/2012,4,"$2,097,266.85 ",0,64.46,3.61,131.1499677,3.879,10,2012,42,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,-158298.62,38283.12,196643.53,-126950.04,75311.08,0.00 ,0.00 ,122518.06 ,0.91 ,268635.17 ,0.55 
553,4-2012-10-26,10/26/2012,10/26/2012,4,"$2,149,594.46 ",0,63.64,3.514,131.1930968,3.879,10,2012,43,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,-158298.62,38283.12,196643.53,-126950.04,0.00 ,0.00 ,122518.06 ,0.91 ,268635.17 ,0.55 
554,4-2012-11-05,11/5/2012,11/5/2012,4,"$2,127,661.17 ",0,67.64,3.685,131.1453333,4.308,11,2012,45,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,-158298.62,38283.12,196643.53,0.00 ,0.00 ,122518.06 ,0.91 ,268635.17 ,0.55 
555,4-2012-12-10,12/10/2012,12/10/2012,4,"$2,133,026.07 ",0,57.11,3.603,131.1083333,3.879,12,2012,50,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,-158298.62,38283.12,0.00 ,0.00 ,122518.06 ,0.91 ,268635.17 ,0.55 
556,5-2010-02-04,2/4/2010,2/4/2010,5,"$331,406.00 ",0,63.18,2.719,211.372888,6.465,2,2010,5,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,-158298.62,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
557,5-2010-02-07,2/7/2010,2/7/2010,5,"$305,993.27 ",0,81.25,2.669,211.7801861,6.496,2,2010,5,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,-44060.33,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
558,5-2010-02-19,2/19/2010,2/19/2010,5,"$303,447.57 ",0,41.14,2.514,211.8471283,6.566,2,2010,7,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,121269.46,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
559,5-2010-02-26,2/26/2010,2/26/2010,5,"$270,281.63 ",0,46.7,2.561,211.8771468,6.566,2,2010,8,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,-84596.21,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
560,5-2010-03-09,3/9/2010,3/9/2010,5,"$323,798.00 ",0,84.06,2.577,212.0869176,6.496,3,2010,10,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,1583.93,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
561,5-2010-03-12,3/12/2010,3/12/2010,5,"$344,490.88 ",0,51.31,2.708,212.1613951,6.768,3,2010,10,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,-91818.3,342728.52 ,310530.40 ,12176.23 ,0.94 ,26775.67 ,0.69 
562,5-2010-03-19,3/19/2010,3/19/2010,5,"$281,706.41 ",0,55.46,2.72,211.770897,6.566,3,2010,11,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,347040.41,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
563,5-2010-03-26,3/26/2010,3/26/2010,5,"$273,282.97 ",0,52.47,2.732,211.5718925,6.566,3,2010,12,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,-181292.95,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
564,5-2010-04-06,4/6/2010,4/6/2010,5,"$337,825.89 ",0,79.54,2.705,211.7325146,6.465,4,2010,14,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,-96100.84,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
565,5-2010-04-16,4/16/2010,4/16/2010,5,"$306,858.69 ",0,65.3,2.808,211.0388528,6.465,4,2010,15,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,52327.61,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
566,5-2010-04-23,4/23/2010,4/23/2010,5,"$288,839.73 ",0,65.13,2.795,210.9891204,6.465,4,2010,16,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,-21933.29,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
567,5-2010-04-30,4/30/2010,4/30/2010,5,"$298,697.84 ",0,67.53,2.78,210.939388,6.465,4,2010,17,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,5364.9,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
568,5-2010-05-02,5/2/2010,5/2/2010,5,"$317,173.10 ",0,39.7,2.572,211.6539716,6.566,5,2010,17,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,48227.88,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
569,5-2010-05-03,5/3/2010,5/3/2010,5,"$288,855.71 ",0,48.89,2.625,211.9071653,6.566,5,2010,18,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,-25412.73,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
570,5-2010-05-11,5/11/2010,5/11/2010,5,"$325,310.30 ",0,58.88,2.689,212.5126051,6.768,5,2010,19,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,-2545.7,326512.16 ,329581.73 ,12176.23 ,0.94 ,26775.67 ,0.69 
571,5-2010-05-14,5/14/2010,5/14/2010,5,"$296,673.77 ",0,74.79,2.854,210.8872772,6.465,5,2010,19,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,-33165.94,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
572,5-2010-05-21,5/21/2010,5/21/2010,5,"$301,615.49 ",0,75.2,2.826,211.169023,6.465,5,2010,20,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,53516.37,298124.21 ,296360.02 ,12176.23 ,0.94 ,26775.67 ,0.69 
573,5-2010-05-28,5/28/2010,5/28/2010,5,"$310,013.11 ",0,79.81,2.759,211.4507688,6.465,5,2010,21,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,20692.88,305986.57 ,291132.05 ,12176.23 ,0.94 ,26775.67 ,0.69 
574,5-2010-06-08,6/8/2010,6/8/2010,5,"$303,043.02 ",0,86.1,2.627,212.0624447,6.496,6,2010,23,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,-62784.47,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
575,5-2010-06-18,6/18/2010,6/18/2010,5,"$313,795.60 ",0,83.91,2.637,212.0119769,6.465,6,2010,24,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,-8423.44,310734.13 ,296728.59 ,12176.23 ,0.94 ,26775.67 ,0.69 
576,5-2010-06-25,6/25/2010,6/25/2010,5,"$295,257.30 ",0,83.72,2.653,211.8960815,6.465,6,2010,25,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,64542.92,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
577,5-2010-07-05,7/5/2010,7/5/2010,5,"$333,522.60 ",0,71.53,2.835,210.8896556,6.465,7,2010,27,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,-30967.2,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
578,5-2010-07-16,7/16/2010,7/16/2010,5,"$280,701.70 ",0,83.98,2.623,211.6561123,6.496,7,2010,28,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,-18018.96,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
579,5-2010-07-23,7/23/2010,7/23/2010,5,"$274,742.63 ",0,83.66,2.608,211.7915565,6.496,7,2010,29,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,9858.11,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
580,5-2010-07-30,7/30/2010,7/30/2010,5,"$268,929.03 ",0,82.46,2.64,211.9270006,6.496,7,2010,30,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,18475.26,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
581,5-2010-08-10,8/10/2010,8/10/2010,5,"$290,494.85 ",0,64.99,2.633,212.3019522,6.768,8,2010,32,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,-28317.39,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
582,5-2010-08-13,8/13/2010,8/13/2010,5,"$286,477.35 ",0,87.41,2.692,212.1978889,6.496,8,2010,32,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,36454.59,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
583,5-2010-08-20,8/20/2010,8/20/2010,5,"$287,205.38 ",0,87.71,2.664,212.1608984,6.496,8,2010,33,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,-28636.53,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
584,5-2010-08-27,8/27/2010,8/27/2010,5,"$288,519.75 ",0,87.05,2.619,212.123908,6.496,8,2010,34,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,4941.72,291468.41 ,294737.83 ,12176.23 ,0.94 ,26775.67 ,0.69 
585,5-2010-09-04,9/4/2010,9/4/2010,5,"$328,020.49 ",0,65.19,2.77,211.1738835,6.465,9,2010,35,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,8397.62,325817.50 ,330149.27 ,12176.23 ,0.94 ,26775.67 ,0.69 
586,5-2010-09-07,9/7/2010,9/7/2010,5,"$291,808.87 ",0,81.14,2.642,211.6642907,6.496,9,2010,36,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,-6970.09,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
587,5-2010-09-17,9/17/2010,9/17/2010,5,"$282,558.65 ",0,82.28,2.582,212.0769346,6.496,9,2010,37,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,10752.58,287127.10 ,288343.63 ,12176.23 ,0.94 ,26775.67 ,0.69 
588,5-2010-09-24,9/24/2010,9/24/2010,5,"$293,131.58 ",0,78.53,2.624,212.1519404,6.496,9,2010,38,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,-18538.3,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
589,5-2010-10-09,10/9/2010,10/9/2010,5,"$306,533.08 ",1,79.86,2.565,212.0499271,6.496,10,2010,40,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,38265.3,319304.00 ,298546.72 ,12176.23 ,0.94 ,26775.67 ,0.69 
590,5-2010-10-12,10/12/2010,10/12/2010,5,"$352,811.53 ",0,48.27,2.843,212.0193491,6.768,10,2010,41,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,-52820.9,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
591,5-2010-10-15,10/15/2010,10/15/2010,5,"$280,681.20 ",0,68.11,2.72,212.3691867,6.768,10,2010,41,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,-5959.07,285703.13 ,293842.47 ,12176.23 ,0.94 ,26775.67 ,0.69 
592,5-2010-10-22,10/22/2010,10/22/2010,5,"$284,988.27 ",0,70.96,2.725,212.4169928,6.768,10,2010,42,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,-5813.6,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
593,5-2010-10-29,10/29/2010,10/29/2010,5,"$278,031.81 ",0,70.58,2.716,212.464799,6.768,10,2010,43,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,21565.82,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
594,5-2010-11-06,11/6/2010,11/6/2010,5,"$296,641.91 ",0,80.7,2.668,212.0142605,6.465,11,2010,44,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,-4017.5,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
595,5-2010-11-19,11/19/2010,11/19/2010,5,"$297,384.81 ",0,52.52,2.771,212.445487,6.768,11,2010,46,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,728.03,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
596,5-2010-11-26,11/26/2010,11/26/2010,5,"$488,362.61 ",1,66.15,2.735,212.303441,6.768,11,2010,47,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,1314.37,474090.64 ,421723.08 ,12176.23 ,0.94 ,26775.67 ,0.69 
597,5-2010-12-02,12/2/2010,12/2/2010,5,"$311,825.70 ",1,39.81,2.548,211.8004698,6.566,12,2010,48,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,39500.74,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
598,5-2010-12-03,12/3/2010,12/3/2010,5,"$297,293.59 ",0,58.5,2.667,211.9371839,6.566,12,2010,48,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,-36211.62,279945.63 ,295162.48 ,12176.23 ,0.94 ,26775.67 ,0.69 
599,5-2010-12-11,12/11/2010,12/11/2010,5,"$301,827.36 ",0,62.37,2.728,212.5604113,6.768,12,2010,49,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,-9250.22,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
600,5-2010-12-17,12/17/2010,12/17/2010,5,"$367,801.19 ",0,51.61,2.869,211.9580815,6.768,12,2010,50,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,10572.93,337621.95 ,331564.61 ,12176.23 ,0.94 ,26775.67 ,0.69 
601,5-2010-12-24,12/24/2010,12/24/2010,5,"$466,010.25 ",0,55.01,2.886,211.9573978,6.768,12,2010,51,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,13401.5,419026.49 ,378693.35 ,12176.23 ,0.94 ,26775.67 ,0.69 
602,5-2010-12-31,12/31/2010,12/31/2010,5,"$298,180.18 ",1,49.79,2.943,211.9567142,6.768,12,2010,52,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,46278.45,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
603,5-2011-01-04,1/4/2011,1/4/2011,5,"$314,316.55 ",0,61.5,3.524,215.4024406,6.489,1,2011,1,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,-72130.33,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
604,5-2011-01-07,1/7/2011,1/7/2011,5,"$327,093.89 ",0,85.81,3.524,215.7474537,6.529,1,2011,1,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,4307.07,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
605,5-2011-01-14,1/14/2011,1/14/2011,5,"$260,636.71 ",0,37.74,2.983,212.008514,6.634,1,2011,2,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,-6956.46,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
606,5-2011-01-21,1/21/2011,1/21/2011,5,"$275,313.34 ",0,45.41,3.016,212.3800012,6.634,1,2011,3,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,18610.1,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
607,5-2011-01-28,1/28/2011,1/28/2011,5,"$279,088.39 ",0,44.5,3.01,212.7514884,6.634,1,2011,4,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,742.9,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
608,5-2011-02-09,2/9/2011,2/9/2011,5,"$315,645.53 ",0,90.38,3.533,216.3588498,6.529,2,2011,6,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,190977.8,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
609,5-2011-02-12,2/12/2011,2/12/2011,5,"$376,225.61 ",0,51.14,3.172,219.2917287,6.3,2,2011,6,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,-176536.91,368493.73 ,354013.68 ,12176.23 ,0.94 ,26775.67 ,0.69 
610,5-2011-02-18,2/18/2011,2/18/2011,5,"$356,622.61 ",0,58.83,3.045,213.8068304,6.634,2,2011,7,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,-14532.11,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
611,5-2011-02-25,2/25/2011,2/25/2011,5,"$294,659.50 ",0,63.35,3.065,214.0955503,6.634,2,2011,8,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,4533.77,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
612,5-2011-03-06,3/6/2011,3/6/2011,5,"$329,183.92 ",0,83.81,3.699,215.8384319,6.489,3,2011,9,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,65973.83,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
613,5-2011-03-18,3/18/2011,3/18/2011,5,"$312,177.67 ",0,64.31,3.488,214.9257339,6.634,3,2011,11,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,98209.06,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
614,5-2011-03-25,3/25/2011,3/25/2011,5,"$294,732.50 ",0,70.71,3.473,215.1640872,6.634,3,2011,12,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,-167830.07,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
615,5-2011-04-02,4/2/2011,4/2/2011,5,"$329,613.20 ",0,41.67,2.989,213.1229755,6.634,4,2011,13,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,16136.37,338436.71 ,325158.05 ,12176.23 ,0.94 ,26775.67 ,0.69 
616,5-2011-04-03,4/3/2011,4/3/2011,5,"$329,033.66 ",0,60.35,3.288,214.3842702,6.634,4,2011,13,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,12777.34,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
617,5-2011-04-11,4/11/2011,4/11/2011,5,"$353,652.23 ",0,56.71,3.332,218.408408,6.3,4,2011,15,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,-66457.18,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
618,5-2011-04-15,4/15/2011,4/15/2011,5,"$307,913.58 ",0,72.02,3.743,215.8592673,6.489,4,2011,15,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,14676.63,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
619,5-2011-04-22,4/22/2011,4/22/2011,5,"$328,415.44 ",0,74.34,3.807,216.0280407,6.489,4,2011,16,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,3775.05,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
620,5-2011-04-29,4/29/2011,4/29/2011,5,"$307,291.56 ",0,74.75,3.81,216.1968142,6.489,4,2011,17,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,36557.14,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
621,5-2011-05-08,5/8/2011,5/8/2011,5,"$317,738.56 ",0,91.07,3.684,216.1071198,6.529,5,2011,18,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,60580.08,307122.53 ,299932.62 ,12176.23 ,0.94 ,26775.67 ,0.69 
622,5-2011-05-13,5/13/2011,5/13/2011,5,"$290,930.01 ",0,77.38,3.899,216.5343611,6.489,5,2011,19,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,-19603,283419.71 ,296391.55 ,12176.23 ,0.94 ,26775.67 ,0.69 
623,5-2011-05-20,5/20/2011,5/20/2011,5,"$299,614.33 ",0,71.37,3.907,216.3023847,6.489,5,2011,20,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,-61963.11,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
624,5-2011-05-27,5/27/2011,5/27/2011,5,"$297,149.69 ",0,80.14,3.786,216.0704083,6.489,5,2011,21,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,34524.42,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
625,5-2011-06-05,6/5/2011,6/5/2011,5,"$322,904.68 ",0,66.27,3.906,216.3655877,6.489,6,2011,22,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,-17006.25,318275.14 ,321402.84 ,12176.23 ,0.94 ,26775.67 ,0.69 
626,5-2011-06-17,6/17/2011,6/17/2011,5,"$304,811.82 ",0,86.84,3.637,215.560463,6.489,6,2011,24,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,-17445.17,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
627,5-2011-06-24,6/24/2011,6/24/2011,5,"$302,881.64 ",0,84.76,3.594,215.6539583,6.489,6,2011,25,-1930.18,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,34880.7,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
628,5-2011-07-01,7/1/2011,7/1/2011,5,"$286,347.26 ",0,48.3,2.976,211.9560305,6.634,7,2011,26,-16534.38,-1930.18,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,-579.54,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
629,5-2011-07-10,7/10/2011,7/10/2011,5,"$309,111.47 ",0,71.64,3.285,217.6123648,6.3,7,2011,27,22764.21,-16534.38,-1930.18,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,24618.57,314397.69 ,325166.52 ,12176.23 ,0.94 ,26775.67 ,0.69 
630,5-2011-07-15,7/15/2011,7/15/2011,5,"$283,248.62 ",0,88.64,3.575,215.9250696,6.529,7,2011,28,-25862.85,22764.21,-16534.38,-1930.18,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,-45738.65,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
631,5-2011-07-22,7/22/2011,7/22/2011,5,"$292,539.73 ",0,86.97,3.651,215.985753,6.529,7,2011,29,9291.11,-25862.85,22764.21,-16534.38,-1930.18,-18092.86,25754.99,-2464.64,8684.32,-26808.55,10447,-21123.88,20501.86,0.00 ,0.00 ,12176.23 ,0.94 ,26775.67 ,0.69 
